"country","gdp","support","life_expectancy","freedom","generosity","corruption","residual","sum","year"
"Armenia",0.996,0.758,0.585,0.54,0.079,0.198,2.127,5.283,2021
"Australia",1.453,1.076,0.801,0.647,0.291,0.317,2.598,7.183,2021
"Austria",1.492,1.062,0.782,0.64,0.215,0.292,2.784,7.267,2021
"Azerbaijan",1.025,0.841,0.541,0.526,0.043,0.276,1.919,5.171,2021
"Bahrain",1.409,0.899,0.662,0.661,0.246,0.139,2.631,6.647,2021
"Bangladesh",0.635,0.52,0.514,0.603,0.161,0.164,2.427,5.024,2021
"Belarus",1.124,1.007,0.56,0.326,0.07,0.199,2.247,5.533,2021
"Belgium",1.463,0.998,0.747,0.489,0.088,0.187,2.862,6.834,2021
"Benin",0.507,0.058,0.196,0.457,0.166,0.178,3.482,5.044,2021
"Bolivia",0.842,0.782,0.486,0.6,0.138,0.064,2.805,5.717,2021
"Bosnia and Herzegovina",1.032,0.919,0.618,0.395,0.261,0.005,2.583,5.813,2021
"Botswana",1.099,0.724,0.34,0.539,0.027,0.088,0.648,3.465,2021
"Brazil",1.028,0.944,0.571,0.514,0.142,0.117,3.015,6.331,2021
"Bulgaria",1.181,1.055,0.583,0.494,0.125,0.005,1.823,5.266,2021
"Burkina Faso",0.364,0.472,0.179,0.381,0.182,0.122,3.133,4.833,2021
"Burundi",0,0.062,0.155,0.298,0.172,0.212,2.876,3.775,2021
"Cambodia",0.603,0.68,0.426,0.702,0.21,0.061,2.148,4.83,2021
"Cameroon",0.543,0.556,0.159,0.425,0.205,0.058,3.195,5.141,2021
"Canada",1.447,1.044,0.798,0.648,0.246,0.335,2.585,7.103,2021
"Chad",0.255,0.353,0,0.24,0.215,0.084,3.209,4.356,2021
"Chile",1.2,0.946,0.678,0.438,0.159,0.07,2.682,6.173,2021
"China",1.061,0.785,0.665,0.636,0.093,0.117,1.982,5.339,2021
"Colombia",1.021,0.866,0.615,0.554,0.1,0.063,2.794,6.013,2021
"Comoros",0.488,0.367,0.279,0.202,0.241,0.101,2.61,4.288,2021
"Congo (Brazzaville)",0.518,0.392,0.307,0.381,0.144,0.124,3.476,5.342,2021
"Costa Rica",1.134,0.966,0.722,0.673,0.105,0.083,3.387,7.07,2021
"Croatia",1.251,1.039,0.703,0.453,0.111,0,2.325,5.882,2021
"Cyprus",1.377,0.765,0.801,0.464,0.178,0.061,2.578,6.224,2021
"Czech Republic",1.37,1.09,0.703,0.58,0.052,0.046,3.124,6.965,2021
"Denmark",1.502,1.108,0.763,0.686,0.208,0.485,2.868,7.62,2021
"Dominican Republic",1.106,0.879,0.555,0.581,0.101,0.144,2.178,5.544,2021
"Ecuador",0.935,0.806,0.64,0.56,0.107,0.062,2.653,5.763,2021
"Egypt",0.954,0.647,0.426,0.446,0.069,0.092,1.648,4.282,2021
"El Salvador",0.845,0.675,0.565,0.615,0.116,0.16,3.085,6.061,2021
"Estonia",1.344,1.079,0.64,0.641,0.119,0.263,2.103,6.189,2021
"Ethiopia",0.37,0.679,0.331,0.451,0.241,0.114,2.089,4.275,2021
"Finland",1.446,1.106,0.741,0.691,0.124,0.481,3.253,7.842,2021
"France",1.421,1.081,0.804,0.536,0.092,0.235,2.521,6.69,2021
"Gabon",1.037,0.707,0.362,0.424,0.058,0.064,2.201,4.853,2021
"Gambia",0.367,0.511,0.21,0.384,0.465,0.123,2.99,5.05,2021
"Georgia",1.03,0.47,0.498,0.488,0.032,0.181,2.191,4.89,2021
"Germany",1.48,0.993,0.757,0.6,0.195,0.306,2.824,7.155,2021
"Ghana",0.68,0.595,0.287,0.517,0.268,0.058,2.684,5.089,2021
"Greece",1.273,0.811,0.76,0.243,0,0.074,2.561,5.722,2021
"Guatemala",0.845,0.79,0.519,0.638,0.163,0.105,3.375,6.435,2021
"Guinea",0.42,0.399,0.206,0.384,0.25,0.111,3.216,4.986,2021
"Haiti",0.294,0.173,0.227,0.257,0.463,0.139,2.06,3.613,2021
"Honduras",0.703,0.787,0.593,0.578,0.241,0.083,2.934,5.919,2021
"Hong Kong S.A.R. of China",1.525,0.841,0.893,0.408,0.232,0.342,1.236,5.477,2021
"Hungary",1.301,1.083,0.615,0.454,0.067,0.04,2.432,5.992,2021
"Iceland",1.482,1.172,0.772,0.698,0.293,0.17,2.967,7.554,2021
"India",0.741,0.316,0.383,0.622,0.246,0.106,1.405,3.819,2021
"Indonesia",0.954,0.786,0.433,0.598,0.541,0.046,1.987,5.345,2021
"Iran",1.03,0.557,0.561,0.275,0.33,0.144,1.823,4.72,2021
"Iraq",0.91,0.638,0.381,0.302,0.153,0.041,2.429,4.854,2021
"Ireland",1.644,1.092,0.753,0.606,0.238,0.367,2.384,7.084,2021
"Israel",1.376,1.074,0.788,0.509,0.208,0.119,3.083,7.157,2021
"Italy",1.393,0.94,0.798,0.379,0.133,0.047,2.794,6.484,2021
"Ivory Coast",0.669,0.409,0.052,0.438,0.177,0.092,3.469,5.306,2021
"Jamaica",0.891,0.932,0.599,0.618,0.099,0.035,3.135,6.309,2021
"Japan",1.389,0.949,0.838,0.504,0.02,0.192,2.048,5.94,2021
"Jordan",0.89,0.685,0.583,0.455,0.079,0.15,1.553,4.395,2021
"Kazakhstan",1.23,1.103,0.527,0.573,0.143,0.132,2.446,6.154,2021
"Kenya",0.603,0.508,0.385,0.483,0.375,0.073,2.18,4.607,2021
"Kosovo",0.937,0.807,0.483,0.593,0.356,0.014,3.182,6.372,2021
"Kuwait",1.461,0.857,0.58,0.591,0.12,0.13,2.368,6.107,2021
"Kyrgyzstan",0.665,0.971,0.501,0.673,0.266,0.02,2.648,5.744,2021
"Laos",0.808,0.598,0.33,0.643,0.268,0.179,2.204,5.03,2021
"Latvia",1.285,1.047,0.587,0.405,0.082,0.089,2.536,6.031,2021
"Lebanon",1.045,0.868,0.595,0.175,0.14,0.026,1.736,4.585,2021
"Lesotho",0.451,0.731,0.007,0.405,0.103,0.015,1.8,3.512,2021
"Liberia",0.228,0.58,0.253,0.43,0.221,0.057,2.857,4.626,2021
"Libya",1.044,0.821,0.435,0.474,0.131,0.174,2.331,5.41,2021
"Lithuania",1.35,1.065,0.612,0.476,0.056,0.073,2.624,6.256,2021
"Luxembourg",1.751,1.003,0.76,0.639,0.166,0.353,2.653,7.325,2021
"Madagascar",0.266,0.503,0.341,0.207,0.185,0.087,2.62,4.209,2021
"Malawi",0.113,0.168,0.298,0.484,0.213,0.134,2.19,3.6,2021
"Malaysia",1.259,0.797,0.587,0.624,0.27,0.064,1.784,5.385,2021
"Maldives",1.115,1.015,0.697,0.575,0.204,0.073,1.52,5.199,2021
"Mali",0.387,0.59,0.11,0.384,0.164,0.072,3.016,4.723,2021
"Malta",1.411,1.055,0.747,0.664,0.275,0.183,2.268,6.603,2021
"Mauritania",0.666,0.749,0.273,0.218,0.119,0.133,2.069,4.227,2021
"Mauritius",1.178,0.996,0.574,0.59,0.153,0.096,2.462,6.049,2021
"Mexico",1.126,0.83,0.634,0.585,0.092,0.089,2.961,6.317,2021
"Moldova",0.985,0.888,0.542,0.536,0.137,0.013,2.665,5.766,2021
"Mongolia",0.966,1.065,0.442,0.397,0.263,0.053,2.492,5.678,2021
"Montenegro",1.155,0.891,0.637,0.397,0.166,0.081,2.254,5.581,2021
"Morocco",0.792,0.219,0.558,0.477,0.034,0.088,2.749,4.917,2021
"Mozambique",0.183,0.634,0.196,0.608,0.228,0.163,2.783,4.795,2021
"Myanmar",0.666,0.713,0.341,0.601,0.52,0.178,1.407,4.426,2021
"Namibia",0.882,0.801,0.262,0.411,0.091,0.059,2.068,4.574,2021
"Nepal",0.519,0.702,0.496,0.488,0.287,0.135,2.642,5.269,2021
"Netherlands",1.501,1.079,0.753,0.647,0.302,0.384,2.798,7.464,2021
"New Zealand",1.4,1.094,0.785,0.665,0.276,0.445,2.612,7.277,2021
"Nicaragua",0.693,0.904,0.604,0.553,0.201,0.176,2.841,5.972,2021
"Niger",0.162,0.402,0.167,0.516,0.2,0.157,3.47,5.074,2021
"Nigeria",0.663,0.625,0.051,0.433,0.212,0.039,2.736,4.759,2021
"North Cyprus",1.377,0.806,0.801,0.503,0.196,0.2,1.653,5.536,2021
"North Macedonia",1.068,0.772,0.535,0.45,0.212,0.022,2.042,5.101,2021
"Norway",1.543,1.108,0.782,0.703,0.249,0.427,2.58,7.392,2021
"Pakistan",0.637,0.423,0.322,0.418,0.252,0.097,2.784,4.933,2021
"Palestinian Territories",0.646,0.819,0.434,0.33,0.082,0.075,2.131,4.517,2021
"Panama",1.298,0.976,0.667,0.596,0.079,0.053,2.509,6.178,2021
"Paraguay",0.983,0.97,0.549,0.602,0.206,0.037,2.306,5.653,2021
"Peru",0.986,0.833,0.623,0.536,0.087,0.031,2.744,5.84,2021
"Philippines",0.853,0.828,0.426,0.651,0.125,0.126,2.872,5.881,2021
"Poland",1.309,0.982,0.668,0.558,0.08,0.13,2.438,6.165,2021
"Portugal",1.323,0.939,0.76,0.621,0.029,0.033,2.225,5.93,2021
"Romania",1.275,0.832,0.595,0.564,0.045,0.001,2.83,6.142,2021
"Russia",1.241,0.992,0.511,0.409,0.115,0.06,2.148,5.476,2021
"Rwanda",0.364,0.202,0.407,0.627,0.227,0.493,1.095,3.415,2021
"Saudi Arabia",1.435,0.964,0.571,0.603,0.09,0.163,2.668,6.494,2021
"Senegal",0.518,0.558,0.357,0.381,0.158,0.088,3.071,5.131,2021
"Serbia",1.101,0.924,0.634,0.482,0.189,0.066,2.682,6.078,2021
"Sierra Leone",0.279,0.377,0.1,0.408,0.243,0.047,2.396,3.85,2021
"Singapore",1.695,1.019,0.897,0.664,0.176,0.547,1.379,6.377,2021
"Slovakia",1.304,1.066,0.653,0.468,0.107,0.018,2.714,6.33,2021
"Slovenia",1.36,1.093,0.722,0.69,0.122,0.085,2.388,6.46,2021
"South Africa",0.967,0.895,0.265,0.447,0.144,0.051,2.187,4.956,2021
"South Korea",1.403,0.758,0.801,0.353,0.134,0.135,2.262,5.846,2021
"Spain",1.375,1.057,0.826,0.462,0.135,0.124,2.513,6.492,2021
"Sri Lanka",0.99,0.82,0.593,0.559,0.239,0.049,1.075,4.325,2021
"Swaziland",0.849,0.693,0.074,0.323,0.067,0.147,2.155,4.308,2021
"Sweden",1.478,1.062,0.763,0.685,0.244,0.448,2.683,7.363,2021
"Switzerland",1.566,1.079,0.816,0.653,0.204,0.413,2.839,7.57,2021
"Taiwan Province of China",1.48,0.982,0.665,0.49,0.142,0.139,2.687,6.585,2021
"Tajikistan",0.508,0.895,0.498,0.548,0.152,0.247,2.619,5.467,2021
"Tanzania",0.433,0.54,0.3,0.549,0.307,0.231,1.263,3.623,2021
"Thailand",1.107,0.957,0.596,0.611,0.375,0.028,2.309,5.983,2021
"Togo",0.254,0.239,0.203,0.289,0.209,0.107,2.806,4.107,2021
"Tunisia",0.919,0.515,0.59,0.334,0.057,0.044,2.138,4.597,2021
"Turkey",1.26,0.809,0.59,0.236,0.097,0.104,1.852,4.948,2021
"Turkmenistan",1.046,1.172,0.439,0.602,0.366,0.033,1.409,5.067,2021
"Uganda",0.364,0.718,0.24,0.398,0.267,0.054,2.596,4.637,2021
"Ukraine",0.979,0.958,0.517,0.417,0.181,0.01,1.813,4.875,2021
"United Arab Emirates",1.555,0.86,0.594,0.67,0.236,0.223,2.422,6.56,2021
"United Kingdom",1.423,1.062,0.757,0.58,0.34,0.306,2.596,7.064,2021
"United States",1.533,1.03,0.621,0.554,0.252,0.154,2.807,6.951,2021
"Uruguay",1.164,1.042,0.649,0.625,0.128,0.223,2.6,6.431,2021
"Uzbekistan",0.769,1.027,0.528,0.716,0.391,0.271,2.477,6.179,2021
"Venezuela",0.852,0.897,0.574,0.284,0.078,0.072,2.135,4.892,2021
"Vietnam",0.817,0.873,0.616,0.679,0.124,0.091,2.211,5.411,2021
"Yemen",0.329,0.831,0.272,0.268,0.092,0.089,1.776,3.657,2021
"Zambia",0.528,0.552,0.231,0.487,0.227,0.074,1.975,4.074,2021
"Zimbabwe",0.457,0.649,0.243,0.359,0.157,0.075,1.205,3.145,2021
"Afghanistan",0.758,0,0.289,0,0.089,0.005,1.263,2.404,2022
"Albania",1.439,0.646,0.719,0.511,0.138,0.028,1.718,5.199,2022
"Algeria",1.363,0.97,0.643,0.146,0.106,0.15,1.744,5.122,2022
"Argentina",1.592,1.102,0.662,0.555,0.081,0.085,1.891,5.968,2022
"Armenia",1.434,0.82,0.668,0.558,0.054,0.21,1.654,5.398,2022
"Australia",1.9,1.203,0.772,0.676,0.258,0.341,2.011,7.161,2022
"Austria",1.931,1.165,0.774,0.623,0.193,0.329,2.148,7.163,2022
"Azerbaijan",1.458,1.093,0.56,0.601,0.023,0.341,1.098,5.174,2022
"Bahrain",1.854,1.029,0.625,0.693,0.199,0.155,2.092,6.647,2022
"Bangladesh",1.06,0.614,0.581,0.622,0.125,0.187,1.967,5.156,2022
"Belarus",1.562,1.157,0.629,0.342,0.04,0.282,1.811,5.823,2022
"Belgium",1.907,1.106,0.764,0.492,0.049,0.204,2.283,6.805,2022
"Benin",0.932,0.064,0.335,0.479,0.127,0.23,2.458,4.625,2022
"Bolivia",1.256,0.88,0.555,0.627,0.112,0.064,2.107,5.601,2022
"Bosnia and Herzegovina",1.468,1.068,0.665,0.448,0.244,0.006,1.869,5.768,2022
"Botswana",1.503,0.815,0.28,0.571,0.012,0.102,0.187,3.47,2022
"Brazil",1.462,1.044,0.615,0.546,0.131,0.134,2.361,6.293,2022
"Bulgaria",1.625,1.163,0.64,0.563,0.123,0.021,1.235,5.37,2022
"Burkina Faso",0.779,0.565,0.32,0.382,0.186,0.126,2.313,4.671,2022
"Cambodia",1.019,0.732,0.505,0.74,0.166,0.068,1.41,4.64,2022
"Cameroon",0.968,0.672,0.317,0.397,0.152,0.074,2.469,5.049,2022
"Canada",1.886,1.188,0.783,0.659,0.217,0.368,1.924,7.025,2022
"Chad",0.662,0.506,0.225,0.18,0.182,0.077,2.419,4.251,2022
"Chile",1.651,1.08,0.748,0.46,0.124,0.069,2.04,6.172,2022
"China",1.508,0.958,0.705,0.656,0.099,0.142,1.516,5.584,2022
"Colombia",1.452,0.929,0.72,0.545,0.087,0.077,1.971,5.781,2022
"Comoros",0.899,0.476,0.424,0.185,0.195,0.125,2.304,4.608,2022
"Congo",0.95,0.405,0.355,0.431,0.13,0.146,2.658,5.075,2022
"Costa Rica",1.584,1.054,0.744,0.661,0.089,0.102,2.346,6.58,2022
"Croatia",1.705,1.183,0.709,0.535,0.109,0,1.884,6.125,2022
"Cyprus",1.815,0.909,0.819,0.448,0.123,0.062,2.044,6.22,2022
"Czechia",1.815,1.26,0.715,0.66,0.158,0.048,2.263,6.919,2022
"Denmark",1.953,1.243,0.777,0.719,0.188,0.532,2.226,7.638,2022
"Dominican Republic",1.538,1.003,0.577,0.606,0.084,0.179,1.751,5.738,2022
"Ecuador",1.352,0.879,0.708,0.565,0.08,0.083,1.866,5.533,2022
"Egypt",1.388,0.732,0.548,0.469,0.041,0.254,0.856,4.288,2022
"El Salvador",1.265,0.768,0.607,0.666,0.089,0.212,2.514,6.121,2022
"Estonia",1.793,1.232,0.728,0.689,0.123,0.333,1.442,6.34,2022
"Eswatini, Kingdom of",1.274,0.786,0.197,0.259,0.038,0.154,1.688,4.396,2022
"Ethiopia",0.788,0.809,0.457,0.472,0.205,0.136,1.375,4.242,2022
"Finland",1.892,1.258,0.775,0.736,0.109,0.534,2.518,7.822,2022
"France",1.863,1.219,0.808,0.567,0.07,0.266,1.895,6.688,2022
"Gabon",1.459,0.738,0.396,0.343,0.032,0.099,1.892,4.959,2022
"Gambia",0.785,0.621,0.369,0.367,0.388,0.103,2.531,5.164,2022
"Georgia",1.467,0.612,0.595,0.508,0,0.208,1.583,4.973,2022
"Germany",1.924,1.088,0.776,0.585,0.163,0.358,2.142,7.036,2022
"Ghana",1.112,0.595,0.409,0.5,0.23,0.056,1.972,4.874,2022
"Greece",1.703,0.98,0.774,0.249,0.015,0.108,2.119,5.948,2022
"Guatemala",1.274,0.831,0.522,0.662,0.112,0.115,2.746,6.262,2022
"Guinea",0.848,0.566,0.275,0.334,0.214,0.116,2.538,4.891,2022
"Honduras",1.111,0.885,0.555,0.582,0.202,0.076,2.611,6.022,2022
"Hong Kong S.A.R. of China",1.957,0.954,0.942,0.4,0.147,0.383,0.642,5.425,2022
"Hungary",1.748,1.233,0.668,0.485,0.078,0.064,1.812,6.088,2022
"Iceland",1.936,1.32,0.803,0.718,0.27,0.191,2.32,7.558,2022
"India",1.167,0.376,0.471,0.647,0.198,0.123,0.795,3.777,2022
"Indonesia",1.382,0.883,0.539,0.62,0.468,0.047,1.3,5.239,2022
"Iran",1.41,0.741,0.642,0.281,0.241,0.146,1.427,4.888,2022
"Iraq",1.289,0.682,0.554,0.328,0.147,0.046,1.894,4.94,2022
"Ireland",2.129,1.166,0.779,0.627,0.19,0.408,1.743,7.042,2022
"Israel",1.826,1.221,0.818,0.568,0.155,0.143,2.634,7.365,2022
"Italy",1.834,1.052,0.801,0.412,0.085,0.059,2.222,6.465,2022
"Ivory Coast",1.094,0.442,0.322,0.451,0.149,0.124,2.652,5.234,2022
"Jamaica",1.296,1.045,0.646,0.567,0.08,0.053,2.164,5.851,2022
"Japan",1.835,1.089,0.866,0.537,0.007,0.218,1.487,6.039,2022
"Jordan",1.324,0.724,0.675,0.476,0.058,0.2,0.695,4.152,2022
"Kazakhstan",1.668,1.22,0.611,0.584,0.134,0.157,1.86,6.234,2022
"Kenya",1.032,0.605,0.401,0.44,0.322,0.082,1.661,4.543,2022
"Kosovo",1.362,0.949,0.569,0.599,0.309,0.035,2.631,6.454,2022
"Kuwait",1.904,0.983,0.747,0.617,0.087,0.147,1.621,6.106,2022
"Kyrgyzstan",1.069,1.109,0.638,0.693,0.208,0.025,2.087,5.829,2022
"Laos",1.239,0.654,0.479,0.679,0.197,0.184,1.709,5.141,2022
"Latvia",1.732,1.221,0.637,0.502,0.075,0.09,1.923,6.18,2022
"Lebanon",1.392,0.498,0.631,0.103,0.082,0.034,0.216,2.956,2022
"Lesotho",0.839,0.848,0,0.419,0.076,0.018,1.312,3.512,2022
"Liberia",0.636,0.67,0.309,0.405,0.178,0.08,2.844,5.122,2022
"Libya",1.476,0.943,0.606,0.477,0.106,0.179,1.544,5.331,2022
"Lithuania",1.804,1.204,0.659,0.496,0.053,0.077,2.153,6.446,2022
"Luxembourg",2.209,1.155,0.79,0.7,0.12,0.388,2.042,7.404,2022
"Madagascar",0.67,0.645,0.378,0.202,0.143,0.154,2.148,4.34,2022
"Malawi",0.648,0.279,0.388,0.477,0.14,0.157,1.661,3.75,2022
"Malaysia",1.689,0.938,0.62,0.654,0.213,0.126,1.471,5.711,2022
"Mali",0.792,0.483,0.311,0.35,0.128,0.042,2.373,4.479,2022
"Malta",1.838,1.169,0.789,0.679,0.174,0.166,1.631,6.446,2022
"Mauritania",1.1,0.865,0.45,0.304,0.088,0.138,1.207,4.152,2022
"Mauritius",1.591,1.116,0.568,0.589,0.131,0.107,1.969,6.071,2022
"Mexico",1.552,0.886,0.623,0.621,0.092,0.115,2.239,6.128,2022
"Moldova",1.417,1.008,0.597,0.561,0.102,0.028,2.142,5.855,2022
"Mongolia",1.393,1.197,0.467,0.398,0.247,0.059,1.999,5.76,2022
"Montenegro",1.573,1.023,0.659,0.46,0.135,0.077,1.619,5.546,2022
"Morocco",1.208,0.268,0.565,0.492,0.02,0.102,2.405,5.06,2022
"Mozambique",0.578,0.66,0.191,0.593,0.185,0.2,2.641,5.048,2022
"Myanmar",1.038,0.829,0.491,0.513,0.452,0.194,0.877,4.394,2022
"Namibia",1.292,0.877,0.354,0.384,0.067,0.071,1.414,4.459,2022
"Nepal",0.984,0.784,0.499,0.519,0.237,0.13,2.224,5.377,2022
"Netherlands",1.945,1.206,0.787,0.651,0.271,0.419,2.137,7.416,2022
"New Zealand",1.852,1.235,0.752,0.68,0.245,0.483,1.954,7.201,2022
"Nicaragua",1.105,1.029,0.617,0.617,0.168,0.212,2.418,6.166,2022
"Niger",0.57,0.56,0.326,0.571,0.165,0.145,2.667,5.004,2022
"Nigeria",1.079,0.732,0.3,0.444,0.175,0.038,1.784,4.552,2022
"North Cyprus",1.815,0.888,0.819,0.523,0.13,0.213,1.078,5.466,2022
"North Macedonia",1.505,0.863,0.637,0.488,0.215,0.031,1.461,5.2,2022
"Norway",1.997,1.239,0.786,0.728,0.217,0.474,1.925,7.366,2022
"Pakistan",1.049,0.413,0.374,0.448,0.181,0.112,1.94,4.517,2022
"Palestinian Territories",1.148,0.957,0.521,0.336,0.073,0.079,1.368,4.482,2022
"Panama",1.715,1.107,0.709,0.592,0.049,0.051,2.086,6.309,2022
"Paraguay",1.409,1.13,0.624,0.629,0.171,0.059,1.555,5.577,2022
"Peru",1.397,0.865,0.735,0.545,0.09,0.037,1.89,5.559,2022
"Philippines",1.268,0.912,0.514,0.678,0.107,0.142,2.283,5.904,2022
"Poland",1.758,1.174,0.712,0.523,0.124,0.14,1.693,6.124,2022
"Portugal",1.76,1.078,0.777,0.655,0.016,0.039,1.691,6.016,2022
"Romania",1.719,1.006,0.655,0.605,0.039,0.006,2.446,6.476,2022
"Russia",1.685,1.095,0.586,0.401,0.117,0.08,1.494,5.458,2022
"Rwanda",0.785,0.133,0.462,0.621,0.187,0.544,0.536,3.268,2022
"Saudi Arabia",1.87,1.092,0.577,0.651,0.078,0.18,2.075,6.523,2022
"Senegal",0.933,0.53,0.447,0.494,0.143,0.081,2.419,5.047,2022
"Serbia",1.55,1.086,0.658,0.546,0.219,0.088,2.031,6.178,2022
"Sierra Leone",0.686,0.416,0.273,0.387,0.202,0.055,1.556,3.575,2022
"Singapore",2.149,1.127,0.851,0.672,0.163,0.587,0.932,6.481,2022
"Slovakia",1.736,1.232,0.707,0.479,0.118,0.025,2.094,6.391,2022
"Slovenia",1.81,1.249,0.769,0.685,0.118,0.115,1.885,6.631,2022
"South Africa",1.425,1.088,0.361,0.442,0.089,0.046,1.742,5.193,2022
"South Korea",1.851,0.886,0.841,0.414,0.111,0.176,1.656,5.935,2022
"Spain",1.808,1.211,0.808,0.505,0.101,0.149,1.893,6.475,2022
"Sri Lanka",1.415,0.934,0.66,0.529,0.15,0.079,0.595,4.362,2022
"Sweden",1.92,1.204,0.803,0.724,0.218,0.512,2.003,7.384,2022
"Switzerland",2.026,1.226,0.822,0.677,0.147,0.461,2.153,7.512,2022
"Taiwan Province of China",1.897,1.095,0.733,0.542,0.075,0.168,2.002,6.512,2022
"Tajikistan",0.966,1.005,0.518,0.572,0.118,0.304,1.895,5.378,2022
"Tanzania",0.848,0.597,0.425,0.578,0.248,0.27,0.735,3.701,2022
"Thailand",1.535,1.096,0.697,0.617,0.321,0.026,1.6,5.892,2022
"Togo",0.771,0.322,0.36,0.292,0.174,0.132,2.061,4.112,2022
"Tunisia",1.35,0.596,0.656,0.316,0.029,0.029,1.54,4.516,2022
"Turkey",1.707,0.865,0.702,0.209,0.087,0.115,1.059,4.744,2022
"Turkmenistan",1.484,1.319,0.516,0.649,0.314,0.032,1.16,5.474,2022
"Uganda",0.777,0.875,0.418,0.402,0.222,0.066,1.842,4.602,2022
"Ukraine",1.411,1.081,0.583,0.473,0.188,0.017,1.331,5.084,2022
"United Arab Emirates",1.998,0.98,0.633,0.702,0.204,0.25,1.809,6.576,2022
"United Kingdom",1.867,1.143,0.75,0.597,0.289,0.329,1.967,6.942,2022
"United States",1.982,1.182,0.628,0.574,0.22,0.177,2.214,6.977,2022
"Uruguay",1.615,1.18,0.672,0.665,0.103,0.265,1.974,6.474,2022
"Uzbekistan",1.219,1.092,0.6,0.716,0.283,0.24,1.913,6.063,2022
"Venezuela",0,0.968,0.578,0.283,0.225,0.082,2.79,4.926,2022
"Vietnam",1.252,0.932,0.611,0.707,0.143,0.105,1.735,5.485,2022
"Yemen",0.691,1.043,0.384,0.33,0.09,0.098,1.561,4.197,2022
"Zambia",0.93,0.577,0.306,0.525,0.203,0.083,1.135,3.759,2022
"Zimbabwe",0.947,0.69,0.27,0.329,0.106,0.105,0.548,2.995,2022
"xx",NA,NA,NA,NA,NA,NA,NA,NA,2022
"Afghanistan",0.645,0,0.087,0,0.093,0.059,0.976,1.86,2023
"Albania",1.449,0.951,0.48,0.549,0.133,0.037,1.678,5.277,2023
"Algeria",1.353,1.298,0.409,0.252,0.073,0.152,1.791,5.328,2023
"Argentina",1.59,1.388,0.427,0.587,0.088,0.082,1.861,6.023,2023
"Armenia",1.466,1.134,0.443,0.551,0.053,0.16,1.534,5.341,2023
"Australia",1.899,1.497,0.532,0.677,0.242,0.31,1.938,7.095,2023
"Austria",1.927,1.382,0.535,0.63,0.191,0.31,2.124,7.099,2023
"Bahrain",1.883,1.269,0.389,0.748,0.199,0.138,1.546,6.172,2023
"Bangladesh",1.133,0.513,0.355,0.617,0.139,0.165,1.361,4.283,2023
"Belgium",1.907,1.449,0.528,0.59,0.137,0.273,1.976,6.86,2023
"Benin",0.924,0.242,0.124,0.481,0.114,0.253,2.235,4.373,2023
"Bolivia",1.24,1.187,0.329,0.648,0.103,0.06,2.118,5.685,2023
"Bosnia and Herzegovina",1.467,1.361,0.429,0.485,0.247,0.008,1.635,5.632,2023
"Botswana",1.471,1.041,0.087,0.48,0.021,0.071,0.264,3.435,2023
"Brazil",1.454,1.25,0.387,0.558,0.131,0.137,2.205,6.122,2023
"Bulgaria",1.635,1.457,0.408,0.557,0.106,0.013,1.289,5.465,2023
"Burkina Faso",0.768,0.814,0.107,0.419,0.188,0.113,2.23,4.639,2023
"Cambodia",1.025,1.024,0.283,0.768,0.176,0.051,1.068,4.395,2023
"Cameroon",0.965,0.871,0.118,0.405,0.144,0.059,2.411,4.973,2023
"Canada",1.881,1.484,0.541,0.656,0.218,0.364,1.815,6.959,2023
"Chad",0.622,0.962,0.043,0.393,0.255,0.088,2.034,4.397,2023
"Chile",1.645,1.384,0.511,0.546,0.131,0.076,2.04,6.333,2023
"China",1.51,1.249,0.468,0.666,0.115,0.145,1.666,5.819,2023
"Colombia",1.455,1.213,0.486,0.562,0.08,0.068,1.765,5.629,2023
"Comoros",0.914,0.327,0.215,0.117,0.129,0.145,1.699,3.546,2023
"Congo (Brazzaville)",0.921,0.665,0.145,0.464,0.134,0.136,2.802,5.267,2023
"Congo (Kinshasa)",0.531,0.784,0.105,0.375,0.183,0.068,1.162,3.208,2023
"Costa Rica",1.587,1.34,0.503,0.683,0.099,0.116,2.281,6.609,2023
"Croatia",1.727,1.455,0.475,0.5,0.087,0.003,1.88,6.127,2023
"Cyprus",1.824,1.224,0.58,0.455,0.104,0.05,1.893,6.13,2023
"Czechia",1.823,1.544,0.477,0.693,0.158,0.05,2.099,6.844,2023
"Denmark",1.949,1.548,0.537,0.734,0.208,0.525,2.084,7.585,2023
"Dominican Republic",1.536,1.227,0.351,0.623,0.083,0.195,1.553,5.568,2023
"Ecuador",1.343,1.173,0.476,0.56,0.079,0.069,1.86,5.56,2023
"Egypt",1.377,0.972,0.326,0.467,0.038,0.25,0.74,4.17,2023
"El Salvador",1.278,1.044,0.383,0.713,0.079,0.222,2.403,6.122,2023
"Estonia",1.798,1.526,0.494,0.728,0.153,0.372,1.383,6.454,2023
"Ethiopia",0.793,1.114,0.25,0.451,0.283,0.101,1.099,4.091,2023
"Finland",1.888,1.585,0.535,0.772,0.126,0.535,2.363,7.804,2023
"France",1.856,1.433,0.566,0.582,0.083,0.27,1.872,6.662,2023
"Gabon",1.438,1.021,0.183,0.346,0.036,0.102,1.908,5.034,2023
"Gambia",0.761,0.614,0.174,0.286,0.332,0.033,2.081,4.281,2023
"Georgia",1.477,0.947,0.366,0.539,0,0.201,1.58,5.11,2023
