"year","month","day","mode","route","peak","numerator","denominator","mean"
2023,2,18,"Rail","Blue","OFF_PEAK",41640.877875967,43263.786607014,0.962488056216885
2023,2,18,"Rail","Green-B","OFF_PEAK",8337.211577415,10363.277482418,0.804495642576361
2023,2,18,"Rail","Green-C","OFF_PEAK",9073.070322924,11527.668134142,0.787069008002745
2023,2,18,"Rail","Green-D","OFF_PEAK",15041.090117262,21271.110912925,0.707113520249784
2023,2,18,"Rail","Green-E","OFF_PEAK",10818.15923147,16976.998839654,0.637224478463266
2023,2,18,"Rail","Orange","OFF_PEAK",5497.36861211,5676.698964373,0.968409395427082
2023,2,18,"Rail","Red","OFF_PEAK",83536.847678104,92665.433029234,0.901488774694981
2023,2,19,"Rail","Blue","OFF_PEAK",31911.01166413,32677.905912222,0.976531719928688
2023,2,19,"Rail","Green-B","OFF_PEAK",6460.87275216,7839.132701321,0.82418208726984
2023,2,19,"Rail","Green-C","OFF_PEAK",7525.593730562,9185.035010249,0.819332068104767
2023,2,19,"Rail","Green-D","OFF_PEAK",10280.796935037,14353.450670229,0.716259606922311
2023,2,19,"Rail","Green-E","OFF_PEAK",8051.00751309,12346.36343367,0.652095457609319
2023,2,19,"Rail","Orange","OFF_PEAK",3802.652469209,3927.710907473,0.968159968691672
2023,2,19,"Rail","Red","OFF_PEAK",58228.606966417,66522.132801544,0.87532682002441
2023,2,20,"Rail","Blue","OFF_PEAK",40601.75358412,41734.601403112,0.972855908984253
2023,2,20,"Rail","Blue","PEAK",27528.481438539,28092.645195494,0.979917741706805
2023,2,20,"Rail","Green-B","OFF_PEAK",9339.043364144,11692.227876911,0.798739424381738
2023,2,20,"Rail","Green-B","PEAK",5992.988484039,7807.019014857,0.767641076912219
2023,2,20,"Rail","Green-C","OFF_PEAK",10799.042338909,13731.539297485,0.786440770037114
2023,2,20,"Rail","Green-C","PEAK",7594.63572443,9576.122416666,0.793080475998565
2023,2,20,"Rail","Green-D","OFF_PEAK",18516.930626588,23783.237727418,0.778570640331327
2023,2,20,"Rail","Green-D","PEAK",13010.137133849,17506.174136932,0.743174209972131
2023,2,20,"Rail","Green-E","OFF_PEAK",16346.18261322,20910.804246383,0.781709896024083
2023,2,20,"Rail","Green-E","PEAK",11016.300985204,13868.06525361,0.794364663256567
2023,2,20,"Rail","Orange","OFF_PEAK",84309.294362051,90157.719457948,0.935131177551304
2023,2,20,"Rail","Orange","PEAK",71400.748882119,74066.80171032,0.964004752917129
2023,2,20,"Rail","Red","OFF_PEAK",113321.719456718,130824.468133131,0.866211963815502
2023,2,20,"Rail","Red","PEAK",91434.009066204,107378.173374393,0.851513917520306
2023,2,21,"Rail","Blue","OFF_PEAK",36749.641323236,39829.962833894,0.922663209014176
2023,2,21,"Rail","Blue","PEAK",24639.693193947,26559.881076774,0.927703445761805
2023,2,21,"Rail","Green-B","OFF_PEAK",8841.143345204,11590.058178322,0.762821308502182
2023,2,21,"Rail","Green-B","PEAK",5746.865217096,6911.449997111,0.831499210657417
2023,2,21,"Rail","Green-C","OFF_PEAK",9320.168118692,11767.521565652,0.792024732369853
2023,2,21,"Rail","Green-C","PEAK",6631.393938978,8552.96202968,0.775333026846853
2023,2,21,"Rail","Green-D","OFF_PEAK",18564.42991013,24416.337449007,0.760328200283987
2023,2,21,"Rail","Green-D","PEAK",13364.065397765,17561.094661803,0.761004120479635
2023,2,21,"Rail","Green-E","OFF_PEAK",16718.286597734,21644.311669307,0.77241017654729
2023,2,21,"Rail","Green-E","PEAK",11566.879371813,14023.573120325,0.824816847501483
2023,2,21,"Rail","Orange","OFF_PEAK",83055.802059221,91205.004942986,0.91064960866063
2023,2,21,"Rail","Orange","PEAK",70035.941582394,73095.40602809,0.958144230780793
2023,2,21,"Rail","Red","OFF_PEAK",110258.722390005,129725.025309221,0.849941806734554
2023,2,21,"Rail","Red","PEAK",99852.736103246,115896.932563913,0.861564960299366
2023,2,22,"Rail","Blue","OFF_PEAK",37850.636060428,42737.964535527,0.88564433219471
2023,2,22,"Rail","Blue","PEAK",27113.367713623,28580.36513618,0.948671144837827
2023,2,22,"Rail","Green-B","OFF_PEAK",9678.408205483,11346.203264832,0.853008533302202
2023,2,22,"Rail","Green-B","PEAK",6276.432342137,7367.674916565,0.851887795432651
2023,2,22,"Rail","Green-C","OFF_PEAK",11138.733892664,14004.204357265,0.795384986429845
2023,2,22,"Rail","Green-C","PEAK",8349.132847733,10085.684574803,0.827820143076017
2023,2,22,"Rail","Green-D","OFF_PEAK",18696.042567347,23779.173577488,0.786236010533467
2023,2,22,"Rail","Green-D","PEAK",14397.437723207,17971.414028383,0.801129933374666
2023,2,22,"Rail","Green-E","OFF_PEAK",16849.976889357,21318.46609627,0.790393493287266
2023,2,22,"Rail","Green-E","PEAK",12841.314786049,14954.289555108,0.858704436524886
2023,2,22,"Rail","Orange","OFF_PEAK",79523.954420315,90712.992779195,0.876654512037594
2023,2,22,"Rail","Orange","PEAK",67690.295664596,73304.209211899,0.923416218418304
2023,2,22,"Rail","Red","OFF_PEAK",111905.676333817,129812.908033014,0.862053535580277
2023,2,22,"Rail","Red","PEAK",100357.635910351,115894.826112346,0.865937154201055
2023,2,23,"Rail","Blue","OFF_PEAK",40192.675336887,43085.454698687,0.93285949093423
2023,2,23,"Rail","Blue","PEAK",25889.562356181,28610.639315953,0.904892829212147
2023,2,23,"Rail","Green-B","OFF_PEAK",9306.115954377,11321.457197585,0.821989236187909
2023,2,23,"Rail","Green-B","PEAK",5641.695884208,6643.997183918,0.849141823519116
2023,2,23,"Rail","Green-C","OFF_PEAK",10624.950754721,13603.183579968,0.781063542387773
2023,2,23,"Rail","Green-C","PEAK",7411.051233898,9262.811101607,0.800086620854468
2023,2,23,"Rail","Green-D","OFF_PEAK",19740.164833816,24833.201572109,0.794910184113628
2023,2,23,"Rail","Green-D","PEAK",15031.797720894,18615.211746824,0.807500764715106
2023,2,23,"Rail","Green-E","OFF_PEAK",17033.331538131,20723.75224676,0.821923140911609
2023,2,23,"Rail","Green-E","PEAK",12724.075499821,15911.281060603,0.799688940906609
2023,2,23,"Rail","Orange","OFF_PEAK",76581.545421281,83830.653296049,0.913526763901413
2023,2,23,"Rail","Orange","PEAK",70676.190653811,73151.79045968,0.966158042198113
2023,2,23,"Rail","Red","OFF_PEAK",104536.322505115,129185.341200062,0.809196473330713
2023,2,23,"Rail","Red","PEAK",97152.493676752,115518.238691775,0.841014326196348
2023,2,24,"Rail","Blue","OFF_PEAK",36921.226683047,42187.36154609,0.875172689875623
2023,2,24,"Rail","Blue","PEAK",26004.123975538,28784.292266843,0.90341369989119
2023,2,24,"Rail","Green-B","OFF_PEAK",8474.798928207,10484.560102318,0.808312303568495
2023,2,24,"Rail","Green-B","PEAK",5351.30430036,6285.688280729,0.851347388123957
2023,2,24,"Rail","Green-C","OFF_PEAK",10726.020186408,14010.999773616,0.765542813483309
2023,2,24,"Rail","Green-C","PEAK",7747.123027811,10124.660172426,0.765173635052947
2023,2,24,"Rail","Green-D","OFF_PEAK",16600.302540342,22961.244727197,0.722970498227362
2023,2,24,"Rail","Green-D","PEAK",11339.92245325,15520.714306238,0.730631479292955
2023,2,24,"Rail","Green-E","OFF_PEAK",17096.495200075,21394.160166914,0.799119716160426
2023,2,24,"Rail","Green-E","PEAK",12265.502782066,15416.710976693,0.795597893779614
2023,2,24,"Rail","Orange","OFF_PEAK",81607.577545352,90025.902301348,0.906489970766225
2023,2,24,"Rail","Orange","PEAK",70877.958948725,78693.820676874,0.900680108540646
2023,2,24,"Rail","Red","OFF_PEAK",94437.829682917,116569.046185725,0.81014499794785
2023,2,24,"Rail","Red","PEAK",70157.268118185,92398.752290338,0.759288046420095
2023,2,25,"Rail","Blue","OFF_PEAK",44014.945548092,44415.197013132,0.990988411805949
2023,2,25,"Rail","Green-B","OFF_PEAK",10260.276845822,13386.777640208,0.766448589913426
2023,2,25,"Rail","Green-C","OFF_PEAK",13416.165496098,17115.986689666,0.783838275838236
2023,2,25,"Rail","Green-D","OFF_PEAK",15794.391418618,21960.768022157,0.719209428499152
2023,2,25,"Rail","Green-E","OFF_PEAK",16330.819982394,20479.305588095,0.797430357789446
2023,2,25,"Rail","Orange","OFF_PEAK",50921.121939531,57413.690389798,0.886916022882572
2023,2,25,"Rail","Red","OFF_PEAK",41102.369217437,52603.114113118,0.78136760361849
2023,2,26,"Rail","Blue","OFF_PEAK",32929.12604486,33735.641609515,0.976093071713581
2023,2,26,"Rail","Green-B","OFF_PEAK",9172.900651269,11021.975294074,0.832237453498997
2023,2,26,"Rail","Green-C","OFF_PEAK",10743.520755967,12895.980508462,0.833090647812114
2023,2,26,"Rail","Green-D","OFF_PEAK",12277.088132525,15787.735911256,0.777634500699492
2023,2,26,"Rail","Green-E","OFF_PEAK",10990.708232505,13597.807743282,0.808270600673477
2023,2,26,"Rail","Orange","OFF_PEAK",39683.657177109,41791.042961936,0.949573266531145
2023,2,26,"Rail","Red","OFF_PEAK",28300.111700226,36783.324645057,0.769373404207197
2023,2,27,"Rail","Blue","OFF_PEAK",39533.242064526,43091.570240047,0.917424030832506
2023,2,27,"Rail","Blue","PEAK",26091.141126295,28536.89296558,0.914295090140508
2023,2,27,"Rail","Green-B","OFF_PEAK",9624.622626607,11975.186026816,0.803713830002691
2023,2,27,"Rail","Green-B","PEAK",5844.435878227,7363.434589113,0.793710571812253
2023,2,27,"Rail","Green-C","OFF_PEAK",10584.137785386,12746.301329542,0.830369337091947
2023,2,27,"Rail","Green-C","PEAK",7558.923942583,10050.115547971,0.752123088187683
2023,2,27,"Rail","Green-D","OFF_PEAK",17901.121798303,23900.860404715,0.748973948852971
2023,2,27,"Rail","Green-D","PEAK",13111.272496185,17921.81173845,0.731581867253726
2023,2,27,"Rail","Green-E","OFF_PEAK",17161.003627175,21471.492577788,0.799245956702975
2023,2,27,"Rail","Green-E","PEAK",12064.929643649,15163.481928914,0.79565694081406
2023,2,27,"Rail","Orange","OFF_PEAK",78066.270924873,90721.112735645,0.860508304746577
2023,2,27,"Rail","Orange","PEAK",62938.009063248,76183.659586001,0.826135281571759
2023,2,27,"Rail","Red","OFF_PEAK",106594.043476894,129500.785797981,0.823115032237556
2023,2,27,"Rail","Red","PEAK",90238.680081412,114190.345509576,0.7902478942394
2023,2,28,"Rail","Blue","OFF_PEAK",40879.047340251,43000.551481573,0.950663327138232
2023,2,28,"Rail","Blue","PEAK",24422.319367514,28449.956662255,0.85843081089524
2023,2,28,"Rail","Green-B","OFF_PEAK",8895.53723147,11022.565318896,0.807029668149969
2023,2,28,"Rail","Green-B","PEAK",4449.918076494,5571.744939932,0.798657893436936
2023,2,28,"Rail","Green-C","OFF_PEAK",9853.795924034,12297.948300133,0.801255273119617
2023,2,28,"Rail","Green-C","PEAK",6194.896200203,7944.250439204,0.779796186891575
2023,2,28,"Rail","Green-D","OFF_PEAK",17037.702696966,22268.496691681,0.76510340742179
2023,2,28,"Rail","Green-D","PEAK",11364.602705005,15042.326154767,0.755508329501517
2023,2,28,"Rail","Green-E","OFF_PEAK",17206.861417233,21786.07978097,0.789809896513052
2023,2,28,"Rail","Green-E","PEAK",11121.898352898,13855.09717946,0.802729725301824
2023,2,28,"Rail","Orange","OFF_PEAK",82806.986871414,92231.304956511,0.897818662659704
2023,2,28,"Rail","Orange","PEAK",61999.837079967,69863.873568349,0.887437725870031
2023,2,28,"Rail","Red","OFF_PEAK",111386.411589447,130560.177174175,0.853142313378228
2023,2,28,"Rail","Red","PEAK",90916.864709304,113287.634800335,0.802531228315795
2023,3,1,"Rail","Blue","OFF_PEAK",36645.203331051,41091.988060251,0.891784629094121
2023,3,1,"Rail","Blue","PEAK",27302.739469653,28342.877211495,0.963301617754596
2023,3,1,"Rail","Green-B","OFF_PEAK",9072.337766394,11453.598843434,0.792094946785647
2023,3,1,"Rail","Green-B","PEAK",5576.486925163,7133.638500044,0.781717061374585
2023,3,1,"Rail","Green-C","OFF_PEAK",10695.974174056,13438.960125394,0.795892991292168
2023,3,1,"Rail","Green-C","PEAK",7357.860756475,9415.138681886,0.781492552056717
2023,3,1,"Rail","Green-D","OFF_PEAK",17980.8902601,23347.651856329,0.770136987254494
2023,3,1,"Rail","Green-D","PEAK",12942.564290969,17461.330387173,0.741212954797335
2023,3,1,"Rail","Green-E","OFF_PEAK",17245.386527801,21537.572121332,0.800711725102953
2023,3,1,"Rail","Green-E","PEAK",13070.628523903,16411.974012709,0.796408068510311
2023,3,1,"Rail","Orange","OFF_PEAK",81852.304223651,90617.90347522,0.90326857149188
2023,3,1,"Rail","Orange","PEAK",65474.72374759,73315.574883029,0.893053404437616
2023,3,1,"Rail","Red","OFF_PEAK",100461.781455738,121652.470942887,0.825809625378694
2023,3,1,"Rail","Red","PEAK",95850.437582051,113168.23140978,0.846973009898674
2023,3,2,"Rail","Blue","OFF_PEAK",40957.280987626,43065.785307649,0.951039919394004
2023,3,2,"Rail","Blue","PEAK",27894.449803634,28667.671788202,0.973028085772692
2023,3,2,"Rail","Green-B","OFF_PEAK",8999.707855768,11040.964521468,0.815119715154325
2023,3,2,"Rail","Green-B","PEAK",6005.73739181,7247.344279825,0.828681122342793
2023,3,2,"Rail","Green-C","OFF_PEAK",9869.481125653,12426.331739488,0.79423930831414
2023,3,2,"Rail","Green-C","PEAK",7329.961153201,9095.061407397,0.805927615534245
2023,3,2,"Rail","Green-D","OFF_PEAK",20129.799027065,25592.084030036,0.7865634937522
2023,3,2,"Rail","Green-D","PEAK",13674.199862003,17215.723710622,0.794285508518361
2023,3,2,"Rail","Green-E","OFF_PEAK",16752.929704762,21384.782592967,0.783404256364602
2023,3,2,"Rail","Green-E","PEAK",13690.284925862,16805.365196158,0.814637752055031
2023,3,2,"Rail","Orange","OFF_PEAK",81374.775428727,88996.95204723,0.914354633016443
2023,3,2,"Rail","Orange","PEAK",69712.856993682,73738.666844422,0.945404358079407
2023,3,2,"Rail","Red","OFF_PEAK",105734.620304932,129157.035341356,0.818651651653976
2023,3,2,"Rail","Red","PEAK",97390.248622847,116832.093233775,0.833591575116044
2023,3,3,"Rail","Blue","OFF_PEAK",41546.806254693,43229.242914435,0.961081051938104
2023,3,3,"Rail","Blue","PEAK",27574.0584658,28672.081616061,0.961704100701013
2023,3,3,"Rail","Green-B","OFF_PEAK",9895.286202062,11631.593031239,0.850724932989506
2023,3,3,"Rail","Green-B","PEAK",5838.133682016,6923.803664695,0.843197462658435
2023,3,3,"Rail","Green-C","OFF_PEAK",9847.506108844,12027.51164854,0.818748415848707
2023,3,3,"Rail","Green-C","PEAK",7392.045276837,9259.509274091,0.798319333997608
2023,3,3,"Rail","Green-D","OFF_PEAK",19730.471959007,25428.879332835,0.775908041434215
2023,3,3,"Rail","Green-D","PEAK",12588.016205916,17408.425196616,0.723099077816813
2023,3,3,"Rail","Green-E","OFF_PEAK",18355.621136392,21596.818467343,0.849922462614015
2023,3,3,"Rail","Green-E","PEAK",12714.63411087,15114.011374445,0.841248150201084
2023,3,3,"Rail","Orange","OFF_PEAK",84802.776142079,89003.449703131,0.952803250041844
2023,3,3,"Rail","Orange","PEAK",69696.035135215,72930.637700989,0.955648234161401
2023,3,3,"Rail","Red","OFF_PEAK",107175.822251126,129035.293677462,0.830593081913107
2023,3,3,"Rail","Red","PEAK",97081.728654277,114550.683412075,0.847500213552139
2023,3,4,"Rail","Blue","OFF_PEAK",42323.530076663,44447.606945907,0.952211670881877
2023,3,4,"Rail","Green-B","OFF_PEAK",11406.055032823,14090.643282582,0.809477239901636
2023,3,4,"Rail","Green-C","OFF_PEAK",13971.408163738,16822.862807991,0.830501224625185
2023,3,4,"Rail","Green-D","OFF_PEAK",23168.420900007,28290.051150148,0.818960021565242
2023,3,4,"Rail","Green-E","OFF_PEAK",19481.622663924,23366.195540857,0.833752445059333
2023,3,4,"Rail","Orange","OFF_PEAK",62987.155266391,67309.707488132,0.935781146835274
2023,3,4,"Rail","Red","OFF_PEAK",3409.257392866,3766.890713712,0.905058747910003
2023,3,5,"Rail","Blue","OFF_PEAK",33587.056465717,33707.056464368,0.996439914628029
2023,3,5,"Rail","Green-B","OFF_PEAK",9155.220653121,11003.413082193,0.83203462277873
2023,3,5,"Rail","Green-C","OFF_PEAK",10680.844931192,12985.877374232,0.822496980634216
2023,3,5,"Rail","Green-D","OFF_PEAK",14606.919062364,18311.938759576,0.797671904332112
2023,3,5,"Rail","Green-E","OFF_PEAK",12852.34186384,15669.473416368,0.820215301582165
2023,3,5,"Rail","Orange","OFF_PEAK",45313.818330003,46686.853353022,0.970590542638699
2023,3,5,"Rail","Red","OFF_PEAK",2541.700364178,2746.551975718,0.925414988192078
2023,3,6,"Rail","Blue","OFF_PEAK",39533.352586443,43223.337859739,0.914629793625145
2023,3,6,"Rail","Blue","PEAK",27154.084102024,28711.306044468,0.945762761887872
2023,3,6,"Rail","Green-B","OFF_PEAK",9538.550914318,11418.991572311,0.835323404340473
2023,3,6,"Rail","Green-B","PEAK",5557.264534251,6887.095861499,0.806909711438435
2023,3,6,"Rail","Green-C","OFF_PEAK",10250.648685031,12907.184579631,0.794181614262159
2023,3,6,"Rail","Green-C","PEAK",6967.806175529,9131.487033404,0.763052737198223
2023,3,6,"Rail","Green-D","OFF_PEAK",19190.889725813,24319.126337755,0.789127432428339
2023,3,6,"Rail","Green-D","PEAK",15369.248924808,19041.499331837,0.807144892162506
2023,3,6,"Rail","Green-E","OFF_PEAK",17446.239960363,21506.102586,0.81122276296218
2023,3,6,"Rail","Green-E","PEAK",12515.055727402,15057.142744491,0.83117069020156
2023,3,6,"Rail","Orange","OFF_PEAK",83331.759814637,90265.007270171,0.923190085890292
2023,3,6,"Rail","Orange","PEAK",68435.400856484,72782.986931906,0.940266451561139
2023,3,6,"Rail","Red","OFF_PEAK",110526.763215799,130057.708945353,0.849828619249625
2023,3,6,"Rail","Red","PEAK",100399.889850676,117474.912716475,0.854649622877274
2023,3,7,"Rail","Blue","OFF_PEAK",37789.142909809,39710.412750782,0.95161798359965
2023,3,7,"Rail","Blue","PEAK",25206.067005242,28561.178861192,0.882528943491586
2023,3,7,"Rail","Green-B","OFF_PEAK",9081.919490356,11040.896881708,0.822570809931435
2023,3,7,"Rail","Green-B","PEAK",5945.90433897,7465.051977085,0.79649871926167
2023,3,7,"Rail","Green-C","OFF_PEAK",9515.439516831,11645.757215955,0.817073492120769
2023,3,7,"Rail","Green-C","PEAK",7824.340950125,10111.580336826,0.773800008454568
2023,3,7,"Rail","Green-D","OFF_PEAK",17858.651466949,23024.299971517,0.775643623868767
2023,3,7,"Rail","Green-D","PEAK",13419.037566229,17063.79313954,0.786404139835391
2023,3,7,"Rail","Green-E","OFF_PEAK",15967.381941803,19691.482087848,0.810877610459641
2023,3,7,"Rail","Green-E","PEAK",11915.684699581,16644.13845171,0.715908770775504
2023,3,7,"Rail","Orange","OFF_PEAK",75740.766042943,82417.978609427,0.91898354364978
2023,3,7,"Rail","Orange","PEAK",66182.651773986,73818.34242235,0.896561066019654
2023,3,7,"Rail","Red","OFF_PEAK",102711.529682736,120517.806555825,0.852251900511972
2023,3,7,"Rail","Red","PEAK",93188.327982916,109066.305587133,0.854419038778827
2023,3,8,"Rail","Blue","OFF_PEAK",41004.175668818,43223.052001008,0.948664515126367
2023,3,8,"Rail","Blue","PEAK",27178.355599135,28634.871793946,0.949134879831418
2023,3,8,"Rail","Green-B","OFF_PEAK",9341.195327819,11816.096029445,0.790548359165439
2023,3,8,"Rail","Green-B","PEAK",5865.810720666,7443.091172317,0.788087984530223
2023,3,8,"Rail","Green-C","OFF_PEAK",10402.803670279,12897.995634831,0.80654420770513
2023,3,8,"Rail","Green-C","PEAK",7586.300785624,9525.769735404,0.796397666156924
2023,3,8,"Rail","Green-D","OFF_PEAK",19308.111326144,25036.383177349,0.77120210173219
2023,3,8,"Rail","Green-D","PEAK",14315.994697309,18519.163050907,0.773036808302622
2023,3,8,"Rail","Green-E","OFF_PEAK",16691.268572149,20351.399388675,0.82015335915609
2023,3,8,"Rail","Green-E","PEAK",11389.760973301,14084.281449856,0.808685981876445
2023,3,8,"Rail","Orange","OFF_PEAK",79709.665224771,89302.765481557,0.892577791907607
2023,3,8,"Rail","Orange","PEAK",68809.375923267,73166.362407035,0.94045096215759
2023,3,8,"Rail","Red","OFF_PEAK",110602.779408407,129501.527904222,0.854065439986219
2023,3,8,"Rail","Red","PEAK",97110.543528171,117644.826577201,0.8254552822554
2023,3,9,"Rail","Blue","OFF_PEAK",26966.129437134,29999.936910032,0.89887287156649
2023,3,9,"Rail","Blue","PEAK",20252.259370078,21699.671005246,0.933297991715262
2023,3,9,"Rail","Green-B","OFF_PEAK",10297.238835643,12292.97706153,0.837652163841376
2023,3,9,"Rail","Green-B","PEAK",6002.456664035,6985.010931198,0.859333896991557
2023,3,9,"Rail","Green-C","OFF_PEAK",10789.024788648,12668.869442516,0.851617015835734
2023,3,9,"Rail","Green-C","PEAK",7509.770869062,9486.378115128,0.791637311724494
2023,3,9,"Rail","Green-D","OFF_PEAK",18748.356483536,24513.512733068,0.764817212763025
2023,3,9,"Rail","Green-D","PEAK",14497.995873322,18328.283906571,0.791017639579678
2023,3,9,"Rail","Green-E","OFF_PEAK",16480.273823965,20982.100139961,0.785444436640442
2023,3,9,"Rail","Green-E","PEAK",12165.312385009,14508.66140837,0.838486200938625
2023,3,9,"Rail","Orange","OFF_PEAK",77425.950804122,90517.230072698,0.855372515729195
2023,3,9,"Rail","Orange","PEAK",63993.045352312,71076.032149344,0.900346339225165
2023,3,9,"Rail","Red","OFF_PEAK",100261.014780374,127891.189588958,0.783955603999092
2023,3,9,"Rail","Red","PEAK",93764.169559857,113133.314576131,0.828793622030407
2023,3,10,"Rail","Blue","OFF_PEAK",27164.157760957,31822.299963103,0.853620190635279
2023,3,10,"Rail","Blue","PEAK",14913.606557116,15751.944345781,0.946778774082608
2023,3,10,"Rail","Green-B","OFF_PEAK",9547.357274636,12214.444446099,0.781644823615797
2023,3,10,"Rail","Green-B","PEAK",5549.191178137,6997.263043905,0.793051675107548
2023,3,10,"Rail","Green-C","OFF_PEAK",10092.932525527,13535.762897985,0.745649329232081
2023,3,10,"Rail","Green-C","PEAK",7430.985216769,9725.514046838,0.764071202918574
2023,3,10,"Rail","Green-D","OFF_PEAK",15590.370212137,22322.902213277,0.698402477562452
2023,3,10,"Rail","Green-D","PEAK",12483.547153423,17611.598035843,0.70882535065907
2023,3,10,"Rail","Green-E","OFF_PEAK",17362.001743308,22717.059321186,0.764271532588558
2023,3,10,"Rail","Green-E","PEAK",12518.31276647,15711.484630642,0.796761926753607
2023,3,10,"Rail","Orange","OFF_PEAK",77349.433744433,92165.419570354,0.83924571824239
2023,3,10,"Rail","Orange","PEAK",67226.776740228,79698.693565881,0.843511652856099
2023,3,10,"Rail","Red","OFF_PEAK",90145.473819171,126230.604627685,0.714133264948334
2023,3,10,"Rail","Red","PEAK",79296.753077908,115951.843749756,0.68387660354107
2023,3,11,"Rail","Blue","OFF_PEAK",37823.743867032,44494.529235402,0.850076279421282
2023,3,11,"Rail","Green-B","OFF_PEAK",8569.769026988,10811.007700055,0.792689198338505
2023,3,11,"Rail","Green-C","OFF_PEAK",9513.809492421,11689.828485436,0.813853642444281
2023,3,11,"Rail","Green-D","OFF_PEAK",16102.449150214,21970.794829684,0.732902440491526
2023,3,11,"Rail","Green-E","OFF_PEAK",10651.994801843,17680.075495278,0.602485821097763
2023,3,11,"Rail","Orange","OFF_PEAK",5001.723234942,5525.832478694,0.905152889492613
2023,3,11,"Rail","Red","OFF_PEAK",70814.129892779,91762.38959702,0.771711920360438
2023,3,12,"Rail","Blue","OFF_PEAK",27500.074849977,33804.504588693,0.81350326486297
2023,3,12,"Rail","Green-B","OFF_PEAK",6748.198472563,8450.270539264,0.798577801883104
2023,3,12,"Rail","Green-C","OFF_PEAK",7460.090789642,9065.578103179,0.822902930705102
2023,3,12,"Rail","Green-D","OFF_PEAK",10648.841583262,14201.301533404,0.749849692171807
2023,3,12,"Rail","Green-E","OFF_PEAK",8526.341167304,12730.15754096,0.669774992168794
2023,3,12,"Rail","Orange","OFF_PEAK",3787.948262454,4027.389878109,0.940546700741219
2023,3,12,"Rail","Red","OFF_PEAK",50070.570053491,66326.906579987,0.754905853978104
2023,3,13,"Rail","Blue","OFF_PEAK",34256.085484601,43135.744103834,0.794146158743469
2023,3,13,"Rail","Blue","PEAK",22432.546566068,28502.340334352,0.787042267509224
2023,3,13,"Rail","Green-B","OFF_PEAK",9309.893628305,11633.369647555,0.800274891141422
2023,3,13,"Rail","Green-B","PEAK",5802.390426589,7038.84462159,0.824338472935108
2023,3,13,"Rail","Green-C","OFF_PEAK",10692.180942478,13176.845927705,0.8114370465543
2023,3,13,"Rail","Green-C","PEAK",7053.983679486,9390.602436353,0.751174775771418
2023,3,13,"Rail","Green-D","OFF_PEAK",17402.12740958,23109.563788904,0.753027083009485
2023,3,13,"Rail","Green-D","PEAK",12336.210283448,17928.851903372,0.688064709884064
2023,3,13,"Rail","Green-E","OFF_PEAK",17453.957020588,22375.31587441,0.780054105986928
2023,3,13,"Rail","Green-E","PEAK",12145.443023087,15082.872298617,0.805247354921957
2023,3,13,"Rail","Orange","OFF_PEAK",85345.924754349,96250.470845986,0.886706568853198
2023,3,13,"Rail","Orange","PEAK",63961.231093384,72676.573219488,0.880080447659756
2023,3,13,"Rail","Red","OFF_PEAK",94152.887717118,125395.929038973,0.750844851493188
2023,3,13,"Rail","Red","PEAK",86398.272972884,114742.801693456,0.75297336040045
2023,3,14,"Rail","Blue","OFF_PEAK",29470.016903164,42649.559206147,0.69098057404815
2023,3,14,"Rail","Blue","PEAK",21371.674124274,28661.722990535,0.745652106516122
2023,3,14,"Rail","Green-B","OFF_PEAK",9110.969947886,11318.41813528,0.804968489323319
2023,3,14,"Rail","Green-B","PEAK",6124.572200757,7320.850360045,0.8365930048486
2023,3,14,"Rail","Green-C","OFF_PEAK",10308.570598066,12945.972992968,0.796276232282071
2023,3,14,"Rail","Green-C","PEAK",7444.909837937,9541.474255301,0.780268293843669
2023,3,14,"Rail","Green-D","OFF_PEAK",18705.720537508,24626.122887813,0.759588532174714
2023,3,14,"Rail","Green-D","PEAK",14446.367855214,18022.724140196,0.801564055624329
2023,3,14,"Rail","Green-E","OFF_PEAK",16040.770267461,20720.618794851,0.774145329648508
2023,3,14,"Rail","Green-E","PEAK",11696.549387298,15131.542021668,0.772991237148787
2023,3,14,"Rail","Orange","OFF_PEAK",80124.072049992,94666.74984522,0.846380299112357
2023,3,14,"Rail","Orange","PEAK",69283.836723502,80733.406663635,0.858180517665554
2023,3,14,"Rail","Red","OFF_PEAK",91370.78199979,128123.589273015,0.713145662857528
2023,3,14,"Rail","Red","PEAK",82839.596043925,113055.455240044,0.732734177824826
2023,3,15,"Rail","Blue","OFF_PEAK",33604.905470037,43251.742748613,0.776960726538924
2023,3,15,"Rail","Blue","PEAK",23366.799956756,28335.765558942,0.824639796943198
2023,3,15,"Rail","Green-B","OFF_PEAK",9321.543272079,11380.813072899,0.819057760844547
2023,3,15,"Rail","Green-B","PEAK",5780.015266557,7357.320221552,0.78561420360982
2023,3,15,"Rail","Green-C","OFF_PEAK",10959.91979404,13696.651963798,0.800189697672721
2023,3,15,"Rail","Green-C","PEAK",7750.424532079,9621.70075841,0.805515025532738
2023,3,15,"Rail","Green-D","OFF_PEAK",17731.173370109,23738.238286484,0.746945630763371
2023,3,15,"Rail","Green-D","PEAK",12527.319789958,16546.5210025,0.757096902005277
2023,3,15,"Rail","Green-E","OFF_PEAK",17793.133995124,21576.772236408,0.824642991091151
2023,3,15,"Rail","Green-E","PEAK",12867.705911591,16168.154581099,0.795867323450364
2023,3,15,"Rail","Orange","OFF_PEAK",83239.161805987,95824.190834476,0.868665428647052
