"year","month","day","mode","route","peak","numerator","denominator","mean"
2023,7,7,"Rail","Green-B","OFF_PEAK",9054.388513,11113.33351,0.814732006814398
2023,7,7,"Rail","Green-B","PEAK",5490.353714,6712.79657,0.817893653821838
2023,7,7,"Rail","Green-C","OFF_PEAK",10981.48605,13505.46856,0.813114036081988
2023,7,7,"Rail","Green-C","PEAK",8014.003162,9884.188919,0.810790164744321
2023,7,7,"Rail","Green-D","OFF_PEAK",18625.123919,24306.44815,0.766262672524616
2023,7,7,"Rail","Green-D","PEAK",14022.913892,18062.12814,0.776371077832471
2023,7,7,"Rail","Green-E","OFF_PEAK",18169.299601,21874.05603,0.830632397397219
2023,7,7,"Rail","Green-E","PEAK",12541.478566,14866.33825,0.843615849114694
2023,7,7,"Rail","Orange","OFF_PEAK",84840.134588,88473.82511,0.95892920287461
2023,7,7,"Rail","Orange","PEAK",71158.642172,72877.81632,0.976410185776543
2023,7,7,"Rail","Red","OFF_PEAK",109212.76898,123475.2455,0.884491207429913
2023,7,7,"Rail","Red","PEAK",105921.02902,116907.8262,0.906021713540338
2023,7,8,"Rail","Blue","OFF_PEAK",43696.8710587,44191.79313,0.988800588610558
2023,7,8,"Rail","Green-B","OFF_PEAK",11082.238086,13399.04021,0.827091934370723
2023,7,8,"Rail","Green-C","OFF_PEAK",13523.066931,16772.09455,0.806283728647356
2023,7,8,"Rail","Green-D","OFF_PEAK",20332.822533,28193.30255,0.721193357782059
2023,7,8,"Rail","Green-E","OFF_PEAK",17977.68755,23406.15345,0.76807526654919
2023,7,8,"Rail","Orange","OFF_PEAK",63399.137676,67363.77092,0.9411459128571
2023,7,8,"Rail","Red","OFF_PEAK",85435.033988,91008.93886,0.938754314226492
2023,7,9,"Rail","Blue","OFF_PEAK",33388.6835968,33770.03386,0.988707436161274
2023,7,9,"Rail","Green-B","OFF_PEAK",8740.811282,10857.67082,0.805035575945007
2023,7,9,"Rail","Green-C","OFF_PEAK",9742.243662,12560.41748,0.775630561445319
2023,7,9,"Rail","Green-D","OFF_PEAK",14106.881894,18288.29972,0.771361040117512
2023,7,9,"Rail","Green-E","OFF_PEAK",13028.6813,16326.09728,0.798027910562591
2023,7,9,"Rail","Orange","OFF_PEAK",44823.305012,47114.91887,0.951361184249875
2023,7,9,"Rail","Red","OFF_PEAK",60361.624141,64448.91499,0.936580920724047
2023,7,10,"Rail","Blue","OFF_PEAK",41951.070638,43178.99631,0.971561968157291
2023,7,10,"Rail","Blue","PEAK",27292.085412,28488.31115,0.958009945493031
2023,7,10,"Rail","Green-B","OFF_PEAK",9422.017315,11683.46001,0.806440669710479
2023,7,10,"Rail","Green-B","PEAK",5804.09499,6929.964704,0.837536010342139
2023,7,10,"Rail","Green-C","OFF_PEAK",10407.456047,13031.64864,0.798629270517226
2023,7,10,"Rail","Green-C","PEAK",7404.341959,9430.43186,0.785154070240003
2023,7,10,"Rail","Green-D","OFF_PEAK",17828.4658,22877.14757,0.779313318911288
2023,7,10,"Rail","Green-D","PEAK",14819.52315,19243.4459,0.770107559062486
2023,7,10,"Rail","Green-E","OFF_PEAK",16736.12703,21224.04166,0.788545711420357
2023,7,10,"Rail","Green-E","PEAK",12105.375622,15120.97276,0.800568575457178
2023,7,10,"Rail","Orange","OFF_PEAK",86290.645811,89000.18595,0.969555792383151
2023,7,10,"Rail","Orange","PEAK",69944.718846,72527.88766,0.964383785363921
2023,7,10,"Rail","Red","OFF_PEAK",121862.516082,130620.0281,0.932954293875244
2023,7,10,"Rail","Red","PEAK",109037.266529,116814.45,0.933422761730248
2023,7,11,"Rail","Blue","OFF_PEAK",39498.826768,42630.05165,0.926548883691066
2023,7,11,"Rail","Blue","PEAK",27385.097562,28719.95718,0.953521531747632
2023,7,11,"Rail","Green-B","OFF_PEAK",9346.809565,11919.10939,0.784186910210076
2023,7,11,"Rail","Green-B","PEAK",5992.590209,7257.602273,0.825698348240142
2023,7,11,"Rail","Green-C","OFF_PEAK",9803.197474,12545.28589,0.781424796529687
2023,7,11,"Rail","Green-C","PEAK",7365.119445,9606.572536,0.766675046422613
2023,7,11,"Rail","Green-D","OFF_PEAK",17537.074521,22972.42593,0.763396716325815
2023,7,11,"Rail","Green-D","PEAK",13331.691981,17202.8501,0.774969955763319
2023,7,11,"Rail","Green-E","OFF_PEAK",17542.863511,21841.86657,0.803176022286267
2023,7,11,"Rail","Green-E","PEAK",12863.247836,15567.24368,0.826302208690036
2023,7,11,"Rail","Orange","OFF_PEAK",86289.040933,89177.45634,0.967610475499687
2023,7,11,"Rail","Orange","PEAK",70729.395987,72569.48336,0.974643785682313
2023,7,11,"Rail","Red","OFF_PEAK",119250.287069,128394.6104,0.928779539090373
2023,7,11,"Rail","Red","PEAK",111415.585555,118789.6107,0.937923652569054
2023,7,12,"Rail","Blue","OFF_PEAK",40988.254326,42843.10002,0.956706081186139
2023,7,12,"Rail","Blue","PEAK",27768.973802,28875.5116,0.961679023619446
2023,7,12,"Rail","Green-B","OFF_PEAK",9655.194805,11743.31467,0.822186501539092
2023,7,12,"Rail","Green-B","PEAK",5912.466199,7154.826395,0.826360539388042
2023,7,12,"Rail","Green-C","OFF_PEAK",9914.298652,12367.1514,0.801663886155707
2023,7,12,"Rail","Green-C","PEAK",7650.412763,9930.298498,0.770411157785521
2023,7,12,"Rail","Green-D","OFF_PEAK",18397.426475,24546.98567,0.749478030513716
2023,7,12,"Rail","Green-D","PEAK",13165.508456,18104.4702,0.727196560327957
2023,7,12,"Rail","Green-E","OFF_PEAK",15584.817885,20577.2886,0.757379564817884
2023,7,12,"Rail","Green-E","PEAK",10692.309788,14886.64093,0.718248652484963
2023,7,12,"Rail","Orange","OFF_PEAK",86108.025402,88915.24537,0.968428136746197
2023,7,12,"Rail","Orange","PEAK",70445.291542,72585.757,0.970511219466927
2023,7,12,"Rail","Red","OFF_PEAK",120472.36388,131193.2572,0.918281674311536
2023,7,12,"Rail","Red","PEAK",103835.03158,116437.5414,0.891765923013555
2023,7,13,"Rail","Blue","OFF_PEAK",40540.37779,42787.44136,0.947483104888327
2023,7,13,"Rail","Blue","PEAK",27783.011922,28841.31581,0.963305977613093
2023,7,13,"Rail","Green-B","OFF_PEAK",10020.048506,12211.05428,0.820571940492594
2023,7,13,"Rail","Green-B","PEAK",6122.62781,7285.131573,0.840427897375465
2023,7,13,"Rail","Green-C","OFF_PEAK",10856.24572,13012.57598,0.834288747799496
2023,7,13,"Rail","Green-C","PEAK",8901.210135,10539.55668,0.844552613099093
2023,7,13,"Rail","Green-D","OFF_PEAK",17756.430402,23517.95547,0.75501590368476
2023,7,13,"Rail","Green-D","PEAK",13169.250543,17360.11451,0.758592377683573
2023,7,13,"Rail","Green-E","OFF_PEAK",16659.198846,21027.40875,0.792261140878807
2023,7,13,"Rail","Green-E","PEAK",11158.062322,14476.46229,0.77077272737468
2023,7,13,"Rail","Orange","OFF_PEAK",85782.165856,89110.662,0.962647610630477
2023,7,13,"Rail","Orange","PEAK",70079.889767,72693.16147,0.964050652769057
2023,7,13,"Rail","Red","OFF_PEAK",101876.757,118501.688,0.859707222060837
2023,7,13,"Rail","Red","PEAK",78761.74259,92368.51166,0.852690393885686
2023,7,14,"Rail","Blue","OFF_PEAK",41374.208846,43088.197,0.960221399981067
2023,7,14,"Rail","Blue","PEAK",27986.76337,28557.23135,0.980023694418822
2023,7,14,"Rail","Green-B","OFF_PEAK",9609.506597,11954.65163,0.803829914448122
2023,7,14,"Rail","Green-B","PEAK",6645.794749,8238.457927,0.806679454806664
2023,7,14,"Rail","Green-C","OFF_PEAK",10077.780483,12534.16026,0.804025181899182
2023,7,14,"Rail","Green-C","PEAK",7932.497743,10284.8768,0.771277857504331
2023,7,14,"Rail","Green-D","OFF_PEAK",18388.927363,24338.485,0.755549384565227
2023,7,14,"Rail","Green-D","PEAK",14079.648858,17825.07795,0.789878669675046
2023,7,14,"Rail","Green-E","OFF_PEAK",17375.32128,20888.28293,0.831821425352553
2023,7,14,"Rail","Green-E","PEAK",11006.342837,14186.35511,0.77584007672567
2023,7,14,"Rail","Orange","OFF_PEAK",86417.99863,91256.0151,0.946984136172301
2023,7,14,"Rail","Orange","PEAK",70904.5567,78412.92479,0.904245784606194
2023,7,14,"Rail","Red","OFF_PEAK",119323.85569,129678.6557,0.920150313449
2023,7,14,"Rail","Red","PEAK",104235.54478,114858.7186,0.90751094954319
2023,7,15,"Rail","Blue","OFF_PEAK",43605.8559981,44174.33306,0.987131055014959
2023,7,15,"Rail","Green-B","OFF_PEAK",1073.0737556,1575.989231,0.680889015287948
2023,7,15,"Rail","Green-C","OFF_PEAK",683.02007485,780.9526174,0.874598611531589
2023,7,15,"Rail","Green-D","OFF_PEAK",618.4897564,753.9748686,0.820305532926353
2023,7,15,"Rail","Orange","OFF_PEAK",64150.126201,67334.64388,0.952706103492947
2023,7,15,"Rail","Red","OFF_PEAK",87520.955868,91776.40447,0.953632432796046
2023,7,16,"Rail","Blue","OFF_PEAK",33268.5413255,33741.15534,0.985992951049317
2023,7,16,"Rail","Green-B","OFF_PEAK",1045.5135045,1507.693679,0.693452203894263
2023,7,16,"Rail","Green-C","OFF_PEAK",710.15066003,766.645605,0.926308916921268
2023,7,16,"Rail","Green-D","OFF_PEAK",654.6625895,757.6779386,0.864038077589607
2023,7,16,"Rail","Orange","OFF_PEAK",44220.612912,46758.73125,0.94571883645795
2023,7,16,"Rail","Red","OFF_PEAK",62833.997047,66319.0284,0.94745050648239
2023,7,17,"Rail","Blue","OFF_PEAK",37116.97862,42741.3282,0.868409574132046
2023,7,17,"Rail","Blue","PEAK",24486.184678,29049.96333,0.842898987507947
2023,7,17,"Rail","Green-B","OFF_PEAK",1528.2453125,1770.347191,0.863246102385574
2023,7,17,"Rail","Green-B","PEAK",892.2573129,1009.049921,0.884254876127184
2023,7,17,"Rail","Green-C","OFF_PEAK",9918.021421,12507.8113,0.792946198428817
2023,7,17,"Rail","Green-C","PEAK",7057.442069,9425.692781,0.748745183295827
2023,7,17,"Rail","Green-D","OFF_PEAK",20080.346555,26153.57854,0.767785812724961
2023,7,17,"Rail","Green-D","PEAK",15488.86691,20088.80252,0.771019919907103
2023,7,17,"Rail","Green-E","OFF_PEAK",16913.851784,22251.71802,0.76011442212227
2023,7,17,"Rail","Green-E","PEAK",11251.412155,14750.2168,0.762796391914728
2023,7,17,"Rail","Orange","OFF_PEAK",85235.497592,88863.49545,0.959173360898893
2023,7,17,"Rail","Orange","PEAK",71026.891181,73382.69081,0.967897066692477
2023,7,17,"Rail","Red","OFF_PEAK",120518.31377,132052.508,0.912654485668686
2023,7,17,"Rail","Red","PEAK",104547.12222,115203.5335,0.907499267112323
2023,7,18,"Rail","Blue","OFF_PEAK",39434.185313,42932.03474,0.918525887529364
2023,7,18,"Rail","Blue","PEAK",27502.238499,28793.79498,0.955144624670103
2023,7,18,"Rail","Green-B","OFF_PEAK",917.11535893,1010.480959,0.907602811078798
2023,7,18,"Rail","Green-B","PEAK",731.74383616,755.6328678,0.968385398970863
2023,7,18,"Rail","Green-C","OFF_PEAK",10075.632703,12100.25672,0.83267925103989
2023,7,18,"Rail","Green-C","PEAK",7311.144345,8958.992617,0.816067682780188
2023,7,18,"Rail","Green-D","OFF_PEAK",23837.098418,28576.79203,0.834141858644446
2023,7,18,"Rail","Green-D","PEAK",15554.329425,18831.2552,0.825984739721439
2023,7,18,"Rail","Green-E","OFF_PEAK",18336.661361,21760.8517,0.842644470620605
2023,7,18,"Rail","Green-E","PEAK",12956.48269,15121.88719,0.856803289642845
2023,7,18,"Rail","Orange","OFF_PEAK",83930.027338,88231.72565,0.951245447368171
2023,7,18,"Rail","Orange","PEAK",69440.386052,73133.67349,0.949499495078625
2023,7,18,"Rail","Red","OFF_PEAK",120487.74844,130498.2755,0.923289966693851
2023,7,18,"Rail","Red","PEAK",108334.956207,115073.1599,0.941444176045434
2023,7,19,"Rail","Blue","OFF_PEAK",41250.715525,43196.78083,0.954948834899093
2023,7,19,"Rail","Blue","PEAK",27880.5759073,28683.50304,0.972007354485946
2023,7,19,"Rail","Green-B","OFF_PEAK",1101.837015,1316.432394,0.83698716320103
2023,7,19,"Rail","Green-B","PEAK",1022.818985,1175.660827,0.86999495220912
2023,7,19,"Rail","Green-C","OFF_PEAK",10814.689242,13066.11572,0.827689687873054
2023,7,19,"Rail","Green-C","PEAK",7889.846742,9647.566801,0.817806904553612
2023,7,19,"Rail","Green-D","OFF_PEAK",21638.675801,27455.82324,0.78812700722355
2023,7,19,"Rail","Green-D","PEAK",15057.235901,20022.3015,0.752023232743748
2023,7,19,"Rail","Green-E","OFF_PEAK",17472.716527,21842.79212,0.799930541434828
2023,7,19,"Rail","Green-E","PEAK",11824.714183,14153.67615,0.835451797658943
2023,7,19,"Rail","Orange","OFF_PEAK",85661.202699,90670.07791,0.944757131277952
2023,7,19,"Rail","Orange","PEAK",70534.429851,72739.70291,0.969682677124368
2023,7,19,"Rail","Red","OFF_PEAK",120322.98073,131288.4702,0.916477894416047
2023,7,19,"Rail","Red","PEAK",108285.086938,117179.1655,0.924098464739451
2023,7,20,"Rail","Blue","OFF_PEAK",40179.10691,43347.67258,0.926903441836415
2023,7,20,"Rail","Blue","PEAK",27756.8963475,28528.98499,0.972936694285807
2023,7,20,"Rail","Green-B","OFF_PEAK",660.69530891,715.8148688,0.922997464438811
2023,7,20,"Rail","Green-B","PEAK",1000.1415101,1262.748341,0.792035497198091
2023,7,20,"Rail","Green-C","OFF_PEAK",11147.330009,13734.57986,0.811625118687831
2023,7,20,"Rail","Green-C","PEAK",7971.629194,9978.983388,0.798841814245938
2023,7,20,"Rail","Green-D","OFF_PEAK",20072.800648,25405.0883,0.790109461969475
2023,7,20,"Rail","Green-D","PEAK",14071.356587,18842.15641,0.746801814018059
2023,7,20,"Rail","Green-E","OFF_PEAK",18029.739667,22014.62151,0.818989309391947
2023,7,20,"Rail","Green-E","PEAK",12721.533821,16092.06257,0.790547126302903
2023,7,20,"Rail","Orange","OFF_PEAK",82201.010855,88953.67586,0.92408784752608
2023,7,20,"Rail","Orange","PEAK",72295.404074,76672.23625,0.94291503169767
2023,7,20,"Rail","Red","OFF_PEAK",118523.50841,131159.5779,0.903658812476248
2023,7,20,"Rail","Red","PEAK",107113.54507,117199.4618,0.913942294827159
2023,7,21,"Rail","Blue","OFF_PEAK",41355.607365,43201.1837,0.957279496140288
2023,7,21,"Rail","Blue","PEAK",27995.3220286,28569.26244,0.979910562528334
2023,7,21,"Rail","Green-B","OFF_PEAK",704.8707749,842.0431761,0.837095762909301
2023,7,21,"Rail","Green-B","PEAK",1452.9896909,2016.745363,0.720462641222396
2023,7,21,"Rail","Green-C","OFF_PEAK",11616.206058,14031.99127,0.82783732076823
2023,7,21,"Rail","Green-C","PEAK",8079.34959,9946.956439,0.812243387165395
2023,7,21,"Rail","Green-D","OFF_PEAK",20291.787961,25836.16793,0.785402386916596
2023,7,21,"Rail","Green-D","PEAK",14827.021152,18242.0846,0.812792039786944
2023,7,21,"Rail","Green-E","OFF_PEAK",18278.733564,22706.14614,0.805012592242569
2023,7,21,"Rail","Green-E","PEAK",12859.079609,15900.02999,0.808745619793639
2023,7,21,"Rail","Orange","OFF_PEAK",83795.347244,90835.17838,0.922498846134814
2023,7,21,"Rail","Orange","PEAK",55744.811242,63029.29051,0.88442707812419
2023,7,21,"Rail","Red","OFF_PEAK",122103.334512,131110.0387,0.931304236675509
2023,7,21,"Rail","Red","PEAK",107676.46464,116972.0969,0.920531199265865
2023,7,22,"Rail","Blue","OFF_PEAK",43861.318813,44273.59728,0.990687938357649
2023,7,22,"Rail","Green-B","OFF_PEAK",1388.9020618,1480.171698,0.938338480378105
2023,7,22,"Rail","Green-C","OFF_PEAK",15952.040642,19780.93751,0.806435015222896
2023,7,22,"Rail","Green-D","OFF_PEAK",22078.789476,28205.16647,0.782792383072221
2023,7,22,"Rail","Green-E","OFF_PEAK",19357.723538,23892.41323,0.810203781076994
2023,7,22,"Rail","Orange","OFF_PEAK",62264.844889,67155.46798,0.927174610823105
2023,7,22,"Rail","Red","OFF_PEAK",77164.120833,81762.81107,0.943755722475553
2023,7,23,"Rail","Blue","OFF_PEAK",33404.9930616,33751.94039,0.98972067014841
2023,7,23,"Rail","Green-B","OFF_PEAK",1009.0522965,1162.355369,0.868109980313602
2023,7,23,"Rail","Green-C","OFF_PEAK",10031.598456,11976.19883,0.837627915033538
2023,7,23,"Rail","Green-D","OFF_PEAK",15105.355914,18684.14638,0.808458444222486
2023,7,23,"Rail","Green-E","OFF_PEAK",12332.198654,15104.9024,0.816436831395878
2023,7,23,"Rail","Orange","OFF_PEAK",44977.339809,46881.68573,0.959379747307563
2023,7,23,"Rail","Red","OFF_PEAK",55069.38492,59566.55826,0.924501709157503
2023,7,24,"Rail","Blue","OFF_PEAK",37319.441211,38462.51769,0.970280768195859
2023,7,24,"Rail","Blue","PEAK",28183.1956362,28736.55822,0.9807436026415
2023,7,24,"Rail","Green-B","OFF_PEAK",991.5693119,1173.689641,0.844830930820152
2023,7,24,"Rail","Green-B","PEAK",733.7806485,887.0874557,0.827179601949139
2023,7,24,"Rail","Green-C","OFF_PEAK",10108.462216,12753.4909,0.792603554215889
2023,7,24,"Rail","Green-C","PEAK",7625.217119,9872.167603,0.772395427796709
2023,7,24,"Rail","Green-D","OFF_PEAK",20537.23932,25044.77191,0.820021016514021
2023,7,24,"Rail","Green-D","PEAK",16276.290041,19658.49969,0.827951791726991
2023,7,24,"Rail","Green-E","OFF_PEAK",16183.843907,20239.89901,0.799601020687109
2023,7,24,"Rail","Green-E","PEAK",13042.564367,15595.37192,0.836309927964834
2023,7,24,"Rail","Orange","OFF_PEAK",72641.47913,85089.92611,0.853702458691676
2023,7,24,"Rail","Orange","PEAK",65149.922592,73484.24576,0.886583537984183
2023,7,24,"Rail","Red","OFF_PEAK",111464.77998,122654.3505,0.908771515446572
2023,7,24,"Rail","Red","PEAK",108725.208111,114430.6741,0.950140414413586
2023,7,25,"Rail","Blue","OFF_PEAK",41410.700273,43267.54703,0.957084538309682
2023,7,25,"Rail","Blue","PEAK",27708.9841097,28533.67594,0.971097595976272
2023,7,25,"Rail","Green-B","OFF_PEAK",1187.5267274,1468.820076,0.808490261539699
2023,7,25,"Rail","Green-B","PEAK",740.7031702,841.7583693,0.879947497066128
2023,7,25,"Rail","Green-C","OFF_PEAK",11518.742224,13415.39639,0.858621086484348
2023,7,25,"Rail","Green-C","PEAK",6911.98671,8548.033211,0.80860550484354
2023,7,25,"Rail","Green-D","OFF_PEAK",21586.489684,27369.37067,0.788709756766943
2023,7,25,"Rail","Green-D","PEAK",15464.353449,19381.63995,0.79788673656586
2023,7,25,"Rail","Green-E","OFF_PEAK",16417.521248,20781.66179,0.790000405833763
2023,7,25,"Rail","Green-E","PEAK",11643.725501,14765.60204,0.788570995578586
2023,7,25,"Rail","Orange","OFF_PEAK",84114.727271,88860.8662,0.946589098981797
2023,7,25,"Rail","Orange","PEAK",65033.915572,72627.27243,0.895447583202045
2023,7,25,"Rail","Red","OFF_PEAK",113386.7516,127759.067,0.887504536957835
2023,7,25,"Rail","Red","PEAK",95596.15949,109228.5224,0.875194110380092
2023,7,26,"Rail","Blue","OFF_PEAK",41597.458727,43115.71914,0.964786383173383
2023,7,26,"Rail","Blue","PEAK",27714.1906239,28556.89432,0.970490359117595
2023,7,26,"Rail","Green-B","OFF_PEAK",2157.6014047,2627.485176,0.82116596676091
2023,7,26,"Rail","Green-B","PEAK",1414.9052421,1550.323488,0.912651619518003
2023,7,26,"Rail","Green-C","OFF_PEAK",10349.764624,13203.2648,0.783879198120756
2023,7,26,"Rail","Green-C","PEAK",8077.56859,9683.564402,0.834152410689983
2023,7,26,"Rail","Green-D","OFF_PEAK",19832.908597,25563.72983,0.775822179661957
2023,7,26,"Rail","Green-D","PEAK",15338.486672,19610.33836,0.782163285019423
2023,7,26,"Rail","Green-E","OFF_PEAK",15982.881223,21415.33775,0.74632870186696
2023,7,26,"Rail","Green-E","PEAK",11083.727615,14669.29481,0.755573308639504
2023,7,26,"Rail","Orange","OFF_PEAK",86087.485149,89426.44137,0.962662539514626
2023,7,26,"Rail","Orange","PEAK",68328.407079,72095.66605,0.947746387856555
2023,7,26,"Rail","Red","OFF_PEAK",118910.00281,130811.4611,0.909018229825429
2023,7,26,"Rail","Red","PEAK",110467.611937,117449.3759,0.940555120795665
2023,7,27,"Rail","Blue","OFF_PEAK",41238.485051,42691.8425,0.965957022140705
2023,7,27,"Rail","Blue","PEAK",27675.850479,28992.83398,0.954575551258339
2023,7,27,"Rail","Green-B","OFF_PEAK",2336.3902242,3014.552159,0.775037252954693
2023,7,27,"Rail","Green-B","PEAK",1285.3491593,1506.889207,0.852981860464012
2023,7,27,"Rail","Green-C","OFF_PEAK",10235.02563,12367.41849,0.827579792684771
2023,7,27,"Rail","Green-C","PEAK",6186.908105,7788.365379,0.79437825576108
2023,7,27,"Rail","Green-D","OFF_PEAK",20557.64834,25214.25157,0.815318601979031
2023,7,27,"Rail","Green-D","PEAK",15052.666822,18874.8346,0.797499270377712
2023,7,27,"Rail","Green-E","OFF_PEAK",17781.244731,21663.41998,0.820795827593977
2023,7,27,"Rail","Green-E","PEAK",13219.404224,16001.06252,0.826157900919195
2023,7,27,"Rail","Orange","OFF_PEAK",80505.058702,87785.35574,0.917067066862922
2023,7,27,"Rail","Orange","PEAK",62258.28143,77311.26486,0.805293789239397
2023,7,27,"Rail","Red","OFF_PEAK",110958.32844,127029.7695,0.873482876311131
2023,7,27,"Rail","Red","PEAK",109357.559481,117295.7497,0.932323291855817
2023,7,28,"Rail","Blue","OFF_PEAK",41636.915772,42849.93636,0.971691426148013
2023,7,28,"Rail","Blue","PEAK",27712.2652802,28642.04421,0.967537968903931
2023,7,28,"Rail","Green-B","OFF_PEAK",1365.1586817,1904.192511,0.716922618807632
2023,7,28,"Rail","Green-B","PEAK",821.4716075,974.2163852,0.843212678394192
2023,7,28,"Rail","Green-C","OFF_PEAK",9886.205756,12949.92077,0.763418242596707
2023,7,28,"Rail","Green-C","PEAK",7208.805352,9333.2876,0.772375786641355
2023,7,28,"Rail","Green-D","OFF_PEAK",19561.877925,25895.96635,0.755402507889033
2023,7,28,"Rail","Green-D","PEAK",15082.344918,19775.78713,0.76266723639637
2023,7,28,"Rail","Green-E","OFF_PEAK",16821.578542,21722.01274,0.774402388183113
2023,7,28,"Rail","Green-E","PEAK",12024.148009,14915.67962,0.806141477648606
2023,7,28,"Rail","Orange","OFF_PEAK",83623.016793,89962.82676,0.929528559791555
2023,7,28,"Rail","Orange","PEAK",69418.278564,72904.22074,0.952184631553336
2023,7,28,"Rail","Red","OFF_PEAK",117674.22484,131092.5191,0.897642563037756
2023,7,28,"Rail","Red","PEAK",109917.535975,116927.5377,0.940048325117514
2023,7,29,"Rail","Blue","OFF_PEAK",43499.9912247,44276.79967,0.982455632496259
2023,7,29,"Rail","Green-B","OFF_PEAK",11441.164584,15171.33992,0.754130132495245
2023,7,29,"Rail","Green-C","OFF_PEAK",13433.206858,16910.32827,0.794378834255475
2023,7,29,"Rail","Green-D","OFF_PEAK",13228.871068,18134.52422,0.729485422805319
2023,7,29,"Rail","Green-E","OFF_PEAK",9188.237701,12820.35433,0.716691400603434
2023,7,29,"Rail","Orange","OFF_PEAK",53039.384714,57648.82272,0.920042807666897
2023,7,29,"Rail","Red","OFF_PEAK",87276.283081,91996.56028,0.948690720776588
2023,7,30,"Rail","Blue","OFF_PEAK",33192.6173723,33760.99606,0.983164635110591
2023,7,30,"Rail","Green-B","OFF_PEAK",8854.876219,10885.63136,0.813446269321397
2023,7,30,"Rail","Green-C","OFF_PEAK",11315.250884,13596.06956,0.832244262510231
2023,7,30,"Rail","Green-D","OFF_PEAK",10027.419849,12336.24346,0.812842246629915
2023,7,30,"Rail","Green-E","OFF_PEAK",7035.144347,9540.824557,0.737372782087099
2023,7,30,"Rail","Orange","OFF_PEAK",39221.743679,41543.04323,0.944123025890321
2023,7,30,"Rail","Red","OFF_PEAK",59727.753552,64314.27304,0.928685822427824
2023,7,31,"Rail","Blue","OFF_PEAK",41885.609959,43325.70845,0.966761109223132
2023,7,31,"Rail","Blue","PEAK",27891.3530564,28337.18818,0.984266783254287
2023,7,31,"Rail","Green-B","OFF_PEAK",8992.394195,12280.50107,0.73224977903935
2023,7,31,"Rail","Green-B","PEAK",5709.421683,7129.132253,0.800857871671188
2023,7,31,"Rail","Green-C","OFF_PEAK",11077.25064,14130.31123,0.783935361344479
2023,7,31,"Rail","Green-C","PEAK",7348.340628,9523.140551,0.77162996688402
2023,7,31,"Rail","Green-D","OFF_PEAK",12641.812129,16999.29714,0.743666754271465
2023,7,31,"Rail","Green-D","PEAK",9303.308115,13259.18409,0.701650120539204
2023,7,31,"Rail","Green-E","OFF_PEAK",7357.431328,11498.99219,0.639832709374159
2023,7,31,"Rail","Green-E","PEAK",4716.556635,7611.533813,0.619659158177085
2023,7,31,"Rail","Orange","OFF_PEAK",74061.317784,79980.52147,0.925991934320905
2023,7,31,"Rail","Orange","PEAK",63635.329527,67484.60268,0.942960719925217
2023,7,31,"Rail","Red","OFF_PEAK",120731.8524,130743.7738,0.923423340867342
2023,7,31,"Rail","Red","PEAK",108747.11106,117068.1117,0.928921714725155
2023,8,1,"Rail","Blue","OFF_PEAK",37253.528045,42695.20871,0.87254587038181
2023,8,1,"Rail","Blue","PEAK",23594.582357,29164.15986,0.809026643327417
2023,8,1,"Rail","Green-B","OFF_PEAK",9981.683172,12760.32152,0.7822438608898
2023,8,1,"Rail","Green-B","PEAK",6320.813675,7942.740126,0.795797618294128
2023,8,1,"Rail","Green-C","OFF_PEAK",10417.964675,13368.62511,0.779284675071571
2023,8,1,"Rail","Green-C","PEAK",7154.054867,9680.093433,0.739048121437693
2023,8,1,"Rail","Green-D","OFF_PEAK",12753.297226,17523.04898,0.727801265667637
2023,8,1,"Rail","Green-D","PEAK",7812.44425,11498.08706,0.679456000744527
2023,8,1,"Rail","Green-E","OFF_PEAK",6967.25531,10949.80284,0.636290480459464
2023,8,1,"Rail","Green-E","PEAK",4704.490699,7625.474001,0.616944035004651
2023,8,1,"Rail","Orange","OFF_PEAK",76899.494547,79671.24994,0.965210092786452
2023,8,1,"Rail","Orange","PEAK",64871.713711,66891.41073,0.969806332428056
2023,8,1,"Rail","Red","OFF_PEAK",111666.64718,124805.5448,0.894725048946703
2023,8,1,"Rail","Red","PEAK",104593.20825,115494.0895,0.905615245791431
2023,8,2,"Rail","Blue","OFF_PEAK",36658.298424,42039.36889,0.871999256694836
2023,8,2,"Rail","Blue","PEAK",26904.111178,29937.04338,0.898689654702969
2023,8,2,"Rail","Green-B","OFF_PEAK",9293.974992,12347.43364,0.752704996274837
2023,8,2,"Rail","Green-B","PEAK",6197.074118,7676.450253,0.80728382439242
2023,8,2,"Rail","Green-C","OFF_PEAK",9997.392869,12958.01139,0.771522154758655
2023,8,2,"Rail","Green-C","PEAK",7985.720823,9907.635153,0.806016844552653
2023,8,2,"Rail","Green-D","OFF_PEAK",12013.498925,16608.66033,0.723327389825667
2023,8,2,"Rail","Green-D","PEAK",8621.845454,12327.24029,0.699414082241436
2023,8,2,"Rail","Green-E","OFF_PEAK",6845.96532,11286.55026,0.606559591929731
2023,8,2,"Rail","Green-E","PEAK",4319.290676,6985.376187,0.61833329521155
2023,8,2,"Rail","Orange","OFF_PEAK",74482.393124,82312.88508,0.90486918362308
2023,8,2,"Rail","Orange","PEAK",64032.253317,67037.33871,0.955172961056825
2023,8,2,"Rail","Red","OFF_PEAK",102122.17598,123176.4524,0.829072229230723
2023,8,2,"Rail","Red","PEAK",104861.8703,115039.0258,0.91153301734584
